name_eng,date_of_birth,url
Ji-Sub Lim,1995-09-06,https://www.baseball-reference.com/register/player.fcgi?id=lim---000ji-
Carlos Peguero,1987-02-22,https://www.baseball-reference.com/register/player.fcgi?id=peguer001car
Hyoung Woo Ryu,1995-05-07,https://www.baseball-reference.com/register/player.fcgi?id=ryu---000hyu
Jae Kuk Ryu,1983-05-30,https://www.baseball-reference.com/register/player.fcgi?id=ryu---001jae
Sang Woo Seo,1989-09-17,https://www.baseball-reference.com/register/player.fcgi?id=seo---000san
Soo Chang Shim,1981-02-09,https://www.baseball-reference.com/register/player.fcgi?id=shim--000soo
Jong Min Yang,1990-10-09,https://www.baseball-reference.com/register/player.fcgi?id=yang--000jon
Won Hyuk Yang,1991-07-21,https://www.baseball-reference.com/register/player.fcgi?id=yang--000won
Jin Ho Yoon,1986-06-23,https://www.baseball-reference.com/register/player.fcgi?id=yun---000jin
Carlos Asuaje,1991-11-02,https://www.baseball-reference.com/register/player.fcgi?id=asuaje000car
Hong-Seok Cho,1990-02-23,https://www.baseball-reference.com/register/player.fcgi?id=cho---001hon
Brock Dykxhoorn,1994-07-02,https://www.baseball-reference.com/register/player.fcgi?id=dykxho000bro
Jin Soo Hwang,1989-02-15,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000jin
Jun Hyeok Jung,1994-04-01,https://www.baseball-reference.com/register/player.fcgi?id=jung--000joo
Sa Hoon Kim,1987-06-18,https://www.baseball-reference.com/register/player.fcgi?id=kim---002sa-
Chan Gun Lee,1996-05-14,https://www.baseball-reference.com/register/player.fcgi?id=lee---017cha
Kyu-Hyun Moon,1983-07-05,https://www.baseball-reference.com/register/player.fcgi?id=moon--001kyu
Kyung-Min Na,1991-12-12,https://www.baseball-reference.com/register/player.fcgi?id=na----001kyu
Geun Hong Park,1985-08-22,https://www.baseball-reference.com/register/player.fcgi?id=park--004jun
Brooks Raley,1988-06-29,https://www.baseball-reference.com/register/player.fcgi?id=raley-001bro
Seung-rak Son,1982-03-04,https://www.baseball-reference.com/register/player.fcgi?id=son---000seu
Jake Thompson,1994-01-31,https://www.baseball-reference.com/register/player.fcgi?id=thomps000jak
Jacob Wilson,1990-07-29,https://www.baseball-reference.com/register/player.fcgi?id=wilson010jac
Kil Hyoun Yun,1983-09-23,https://www.baseball-reference.com/register/player.fcgi?id=yun---000gil
Christian Bethancourt,1991-09-02,https://www.baseball-reference.com/register/player.fcgi?id=betanc001chr
Eddie Butler,1991-03-13,https://www.baseball-reference.com/register/player.fcgi?id=butler001edw
Christian Friedrich,1987-07-08,https://www.baseball-reference.com/register/player.fcgi?id=friedr001chr
Cheol-ho Kim,1998-02-06,https://www.baseball-reference.com/register/player.fcgi?id=kim---001che
Jin Hyung Kim,1990-06-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---001jin
Min-Ho Lee,1993-08-11,https://www.baseball-reference.com/register/player.fcgi?id=lee---004min
Tae Ho Min,1989-09-12,https://www.baseball-reference.com/register/player.fcgi?id=min---000seo
Heon Wook Park,1993-04-11,https://www.baseball-reference.com/register/player.fcgi?id=park--000hun
Jake Smolinski,1989-02-09,https://www.baseball-reference.com/register/player.fcgi?id=smolin001jak
Si-heon Son,1980-10-19,https://www.baseball-reference.com/register/player.fcgi?id=son---000si-
In Hyok Yi,1999-01-03,https://www.baseball-reference.com/register/player.fcgi?id=lee---003in-
Ji Woong Yoon,1988-03-11,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000jee
Seon-ho Choi,1991-12-12,https://www.baseball-reference.com/register/player.fcgi?id=choi--000seo
Justin Haley,1991-06-16,https://www.baseball-reference.com/register/player.fcgi?id=haley-001jus
Soung Hun Kim,1993-10-27,https://www.baseball-reference.com/register/player.fcgi?id=kim---008sun
Hyun Dong Lee,1993-03-27,https://www.baseball-reference.com/register/player.fcgi?id=lee---007hye
Deck McGuire,1989-06-23,https://www.baseball-reference.com/register/player.fcgi?id=mcguir005wil
Han Yi Park,1979-01-28,https://www.baseball-reference.com/register/player.fcgi?id=park--000han
Darin Ruf,1986-07-28,https://www.baseball-reference.com/register/player.fcgi?id=ruf---001dar
Joo In Son,1983-12-01,https://www.baseball-reference.com/register/player.fcgi?id=son---000ju-
Mac Williamson,1990-07-15,https://www.baseball-reference.com/register/player.fcgi?id=willia028joh
Young Seop Bae,1986-06-27,https://www.baseball-reference.com/register/player.fcgi?id=bae---000yeo
Byung Yong Chei,1982-04-25,https://www.baseball-reference.com/register/player.fcgi?id=chae--000bye
Jae Won Jung,1984-08-11,https://www.baseball-reference.com/register/player.fcgi?id=jeong-004jae
Seong-min Kim,1993-05-12,https://www.baseball-reference.com/register/player.fcgi?id=kim---040seo
Kevin Lee,1992-02-13,https://www.baseball-reference.com/register/player.fcgi?id=lee---004kev
Jae Hyun Lim,1991-05-29,https://www.baseball-reference.com/register/player.fcgi?id=im----000jae
Jung Kwon Park,1981-07-21,https://www.baseball-reference.com/register/player.fcgi?id=park--001jeo
Jung-bae Park,1982-04-01,https://www.baseball-reference.com/register/player.fcgi?id=park--002jun
Ángel Sánchez,1989-11-28,https://www.baseball-reference.com/register/player.fcgi?id=sanche008ang
Henry Sosa,1985-07-28,https://www.baseball-reference.com/register/player.fcgi?id=sosa--001hen
Min-ik Chang,1991-02-05,https://www.baseball-reference.com/register/player.fcgi?id=jang--000min
Joo-Sung Han,1995-02-26,https://www.baseball-reference.com/register/player.fcgi?id=han---000joo
Jun Heok Huh,1990-09-30,https://www.baseball-reference.com/register/player.fcgi?id=ho----000jun
Jimmy Paredes,1988-11-25,https://www.baseball-reference.com/register/player.fcgi?id=parede001jim
Seong Mo Park,1995-02-22,https://www.baseball-reference.com/register/player.fcgi?id=park--002seo
Scott Van Slyke,1986-07-24,https://www.baseball-reference.com/register/player.fcgi?id=vansly001sco
Soo Ho Yoon,1992-07-09,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000soo
David Hale,1987-09-27,https://www.baseball-reference.com/register/player.fcgi?id=hale--001dav
Kyung-un Jeong,1993-08-09,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000kyu
Seung Hyun Kang,1985-10-06,https://www.baseball-reference.com/register/player.fcgi?id=kang--001seo
Dong Kul Lee,1983-08-12,https://www.baseball-reference.com/register/player.fcgi?id=lee---003don
Keyvius Sampson,1991-01-06,https://www.baseball-reference.com/register/player.fcgi?id=sampso001key
Jason Wheeler,1990-10-27,https://www.baseball-reference.com/register/player.fcgi?id=wheele000jas
Roger Bernadina,1984-06-12,https://www.baseball-reference.com/register/player.fcgi?id=bernad001rog
Pat Dean,1989-05-25,https://www.baseball-reference.com/register/player.fcgi?id=dean--002pat
Seong Hoon Jeong,1980-06-27,https://www.baseball-reference.com/register/player.fcgi?id=jeong-002seo
Ji Sung Kim,1985-07-20,https://www.baseball-reference.com/register/player.fcgi?id=kim---002you
Ju Hyung Kim,1985-12-15,https://www.baseball-reference.com/register/player.fcgi?id=kim---005ju-
Young Wook Lee,1985-10-11,https://www.baseball-reference.com/register/player.fcgi?id=lee---003yeo
Chang-Yong Lim,1976-06-04,https://www.baseball-reference.com/register/player.fcgi?id=lim---001cha
Héctor Noesí,1987-01-26,https://www.baseball-reference.com/register/player.fcgi?id=noesi-001hec
Kyung Tae Park,1987-09-02,https://www.baseball-reference.com/register/player.fcgi?id=park--000gye
Dong Wook Seo,1984-03-21,https://www.baseball-reference.com/register/player.fcgi?id=seo---001don
Dong Sub Sim,1991-09-20,https://www.baseball-reference.com/register/player.fcgi?id=shim--000don
Suk-min Yoon,1986-07-24,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000suk
Woo Yul Bae,1986-05-19,https://www.baseball-reference.com/register/player.fcgi?id=bae---000woo
Ryan Feierabend,1985-08-22,https://www.baseball-reference.com/register/player.fcgi?id=feiera001rya
Seong Yong Hong,1986-11-18,https://www.baseball-reference.com/register/player.fcgi?id=hong--004sun
Dong Wook Kim,1988-06-24,https://www.baseball-reference.com/register/player.fcgi?id=kim---007don
Ji Yul Kim,1988-08-09,https://www.baseball-reference.com/register/player.fcgi?id=kim---000sa-
Sa Yul Kim,1980-04-17,https://www.baseball-reference.com/register/player.fcgi?id=kim---001sa-
Yong Joo Kim,1991-10-23,https://www.baseball-reference.com/register/player.fcgi?id=kim---000yon
Chang-Sung Ko,1984-12-21,https://www.baseball-reference.com/register/player.fcgi?id=ko----000cha
Jin-yeong Lee,1980-06-15,https://www.baseball-reference.com/register/player.fcgi?id=lee---000jin
Dustin Nippert,1981-05-06,https://www.baseball-reference.com/register/player.fcgi?id=nipper001dus
Jeong Bok Oh,1986-10-13,https://www.baseball-reference.com/register/player.fcgi?id=oh----000jeo
Ki Hyuck Park,1981-06-04,https://www.baseball-reference.com/register/player.fcgi?id=park--000ki-
Byung Ryul Shin,1996-01-30,https://www.baseball-reference.com/register/player.fcgi?id=shin--000byu
Keun Young Yoon,1986-05-07,https://www.baseball-reference.com/register/player.fcgi?id=yun---000geu
Min Gwan Bae,1991-07-29,https://www.baseball-reference.com/register/player.fcgi?id=bae---001min
Adonis García,1985-04-12,https://www.baseball-reference.com/register/player.fcgi?id=garcia004ado
Si Yun Jang,1993-09-23,https://www.baseball-reference.com/register/player.fcgi?id=chang-000see
In Whan Jeon,1990-06-04,https://www.baseball-reference.com/register/player.fcgi?id=jeon--000in-
Tae-Hyeong Kim,1993-07-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---019tae
Hoon Lim,1985-07-17,https://www.baseball-reference.com/register/player.fcgi?id=im----000hun
Jung-Woo Lim,1991-04-02,https://www.baseball-reference.com/register/player.fcgi?id=lim---000jun
Jang Ho Bae,1987-06-25,https://www.baseball-reference.com/register/player.fcgi?id=bae---000jan
Andy Burns,1990-08-07,https://www.baseball-reference.com/register/player.fcgi?id=burns-001and
Jung Hoon Cho,1985-05-03,https://www.baseball-reference.com/register/player.fcgi?id=cho---002jun
Félix Doubront,1987-10-23,https://www.baseball-reference.com/register/player.fcgi?id=doubro001fel
Myung Woo Lee,1982-06-03,https://www.baseball-reference.com/register/player.fcgi?id=lee---002mye
Hun Do Park,1987-01-01,https://www.baseball-reference.com/register/player.fcgi?id=park--000heo
Jun-suk Choi,1983-02-15,https://www.baseball-reference.com/register/player.fcgi?id=choi--000jun
Won-bin Jo,1993-04-10,https://www.baseball-reference.com/register/player.fcgi?id=jo----000won
Soo-Sung Kang,1993-06-09,https://www.baseball-reference.com/register/player.fcgi?id=kang--000soo
Jae-kyun Kim,1999-01-17,https://www.baseball-reference.com/register/player.fcgi?id=kim---028jae
Jong Wook Lee,1980-06-18,https://www.baseball-reference.com/register/player.fcgi?id=lee---006jon
Jae-in Ryu,1996-05-06,https://www.baseball-reference.com/register/player.fcgi?id=ryu---002jae
Xavier Scruggs,1987-09-23,https://www.baseball-reference.com/register/player.fcgi?id=scrugg001xav
Jin-Ho Shin,1991-10-20,https://www.baseball-reference.com/register/player.fcgi?id=shin--001jin
Gyu Beom Sim,1991-09-04,https://www.baseball-reference.com/register/player.fcgi?id=shim--000kyu
Logan Verrett,1990-06-19,https://www.baseball-reference.com/register/player.fcgi?id=verret000log
Wei-Chung Wang,1992-04-25,https://www.baseball-reference.com/register/player.fcgi?id=wang--002wei
Byung Ho Yoon,1989-07-05,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000byu
Michael Choice,1989-11-10,https://www.baseball-reference.com/register/player.fcgi?id=choice001mic
Eric Hacker,1983-03-26,https://www.baseball-reference.com/register/player.fcgi?id=hacker001eri
Seong-Kap Hong,1992-08-02,https://www.baseball-reference.com/register/player.fcgi?id=hong--002seo
Jong Deuk Kim,1993-05-12,https://www.baseball-reference.com/register/player.fcgi?id=kim---021jon
Tae Wan Kim,1984-01-27,https://www.baseball-reference.com/register/player.fcgi?id=kim---011tae
Esmil Rogers,1985-08-14,https://www.baseball-reference.com/register/player.fcgi?id=rogers001esm
Tim Adleman,1987-11-13,https://www.baseball-reference.com/register/player.fcgi?id=adlema001tim
Sung Mou An,1990-12-14,https://www.baseball-reference.com/register/player.fcgi?id=an----001sun
Sang Won Back,1988-01-02,https://www.baseball-reference.com/register/player.fcgi?id=paek--000san
Lisalverto Bonilla,1990-06-18,https://www.baseball-reference.com/register/player.fcgi?id=bonill001lis
Dong Chan Cho,1983-07-27,https://www.baseball-reference.com/register/player.fcgi?id=cho---000don
Won Jei Choi,1989-02-04,https://www.baseball-reference.com/register/player.fcgi?id=choi--002won
Ki Joo Han,1987-04-29,https://www.baseball-reference.com/register/player.fcgi?id=han---000gi-
Soo Beom Hwang,1986-11-17,https://www.baseball-reference.com/register/player.fcgi?id=hwang-001soo
Ki Tae Kim,1987-05-11,https://www.baseball-reference.com/register/player.fcgi?id=kim---006gi-
Yong Ha Kim,1999-07-27,https://www.baseball-reference.com/register/player.fcgi?id=kim---017yon
Min Ho Bong,1996-06-26,https://www.baseball-reference.com/register/player.fcgi?id=bong--000min
Jun Hyuk Im,1984-10-09,https://www.baseball-reference.com/register/player.fcgi?id=yim---000jun
Merrill Kelly,1988-10-14,https://www.baseball-reference.com/register/player.fcgi?id=kelly-003ken
Dae Soo Lee,1981-08-21,https://www.baseball-reference.com/register/player.fcgi?id=lee---006dae
Yoon-jae Lee,1989-01-02,https://www.baseball-reference.com/register/player.fcgi?id=park--004jeo
Yoon-Hee Nam,1987-08-04,https://www.baseball-reference.com/register/player.fcgi?id=nam---001yoo
Jung Woo Yoon,1988-05-12,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000jeo
Kyu Young An,1988-04-12,https://www.baseball-reference.com/register/player.fcgi?id=ahn---001kyu
Michael Bowden,1986-09-09,https://www.baseball-reference.com/register/player.fcgi?id=bowden001mic
Seung Soo Cho,1990-06-09,https://www.baseball-reference.com/register/player.fcgi?id=cho---001seo
Nick Evans,1986-01-30,https://www.baseball-reference.com/register/player.fcgi?id=evans-001nic
Jin Woo Im,1987-05-13,https://www.baseball-reference.com/register/player.fcgi?id=yim---000jin
Yong-Hoon Jeon,1995-03-20,https://www.baseball-reference.com/register/player.fcgi?id=jeon--000yon
Sung Bae Kim,1981-01-12,https://www.baseball-reference.com/register/player.fcgi?id=kim---003sun
Won Jun Ko,1990-06-23,https://www.baseball-reference.com/register/player.fcgi?id=ko----000won
Yong Ho Lee,1988-05-07,https://www.baseball-reference.com/register/player.fcgi?id=lee---010yon
Yung Hoon Sung,1990-06-24,https://www.baseball-reference.com/register/player.fcgi?id=sung--000yeo
Il Mok Cha,1981-01-26,https://www.baseball-reference.com/register/player.fcgi?id=cha---000il-
In Sung Cho,1975-05-25,https://www.baseball-reference.com/register/player.fcgi?id=cho---001in-
Min Seok Jang,1982-05-09,https://www.baseball-reference.com/register/player.fcgi?id=chang-000gi-
Hyun Suk Jung,1984-03-01,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000hye
Kyeong Eon Kim,1982-12-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---000gye
Won-seok Kim,1989-10-29,https://www.baseball-reference.com/register/player.fcgi?id=kim---006won
Jong Hwan Lee,1986-05-08,https://www.baseball-reference.com/register/player.fcgi?id=lee---004jon
Yang Ki Lee,1981-01-31,https://www.baseball-reference.com/register/player.fcgi?id=lee---000yan
Ik-jun Lim,1988-03-15,https://www.baseball-reference.com/register/player.fcgi?id=lim---001ik-
Alexi Ogando,1983-10-05,https://www.baseball-reference.com/register/player.fcgi?id=ogando001ale
Jung Jin Park,1976-05-27,https://www.baseball-reference.com/register/player.fcgi?id=park--003jeo
Wilin Rosario,1989-02-23,https://www.baseball-reference.com/register/player.fcgi?id=rosari001wil
Shin Young Song,1977-03-01,https://www.baseball-reference.com/register/player.fcgi?id=song--000sin
Carlos Villanueva,1983-11-28,https://www.baseball-reference.com/register/player.fcgi?id=villan001car
Him Chan Bae,1983-12-08,https://www.baseball-reference.com/register/player.fcgi?id=bae---000him
Byong Yeon Choi,1986-12-21,https://www.baseball-reference.com/register/player.fcgi?id=choi--000byu
Young Pil Choi,1974-05-13,https://www.baseball-reference.com/register/player.fcgi?id=choi--001you
